dataset,candidate_name,rul_bin,n_eval_points,n_unique_units,MAE,RMSE,CMAPSS_total,CMAPSS_mean,CMAPSS_share,dangerous_any_pct,dangerous_10_pct,dangerous_20_pct,bias
FD002,baseline,0-50,104,52,8.062047719955444,11.053832446099474,231.76380739877789,2.228498148065172,0.2357976231080721,74.03846153846155,24.03846153846154,8.653846153846153,5.550437872226421
FD002,baseline,75-100,52,52,13.962847342857948,16.395389151153196,251.72070700125303,4.840782826947174,0.2561018696756701,67.3076923076923,51.92307692307693,28.846153846153843,8.678102199847881
FD002,baseline,100-125,52,52,10.945509837223934,13.787859786195398,120.0079650994923,2.307845482682544,0.1220966864589314,46.15384615384615,21.153846153846157,1.9230769230769231,-2.6794523092416616
FD002,baseline,125+,50,50,22.86302947998047,25.053568535688147,379.40041120851646,7.588008224170329,0.3860038207573263,2.0,0.0,0.0,-22.84166412353516
FD002,eol_mean,0-50,104,52,6.7987316409746805,8.711149742654493,107.43758180224508,1.0330536711754337,0.1503663016494854,50.0,8.653846153846153,0.9615384615384616,-1.3226837026767235
FD002,eol_mean,75-100,52,52,8.895198112879042,11.555567972368658,79.76581484002982,1.5339579776928811,0.1116377563079355,30.76923076923077,7.6923076923076925,0.0,-5.22877993950477
FD002,eol_mean,100-125,52,52,12.870640974778397,15.988264411308968,147.90190668549965,2.8442674362596088,0.2069989136216873,11.538461538461538,0.0,0.0,-12.472891880915714
FD002,eol_mean,125+,50,50,22.86302947998047,25.053568535688143,379.4004112085164,7.588008224170328,0.5309970284208917,2.0,0.0,0.0,-22.84166412353516
