dataset,candidate_name,n_eval_points,n_unique_units,MAE,RMSE,R2,bias,CMAPSS_total,CMAPSS_mean,dangerous_any_pct,dangerous_10_pct,dangerous_20_pct,conservative_rate_pct,MAE_RUL_le_50,MAE_RUL_50_75,MAE_RUL_75_100,MAE_RUL_100_125,MAE_RUL_gt_125,pred_min,pred_max,true_RUL_max,mean_prefixes_used,min_prefixes_used,max_prefixes_used,selected_best_candidate,accepted_for_adoption,selection_reason,baseline_candidate,baseline_CMAPSS_mean,baseline_RMSE,baseline_dangerous_20_pct,accepted,reason
FD002,eol_mean,258,52,11.558306965963476,15.187728793628033,0.8708348035053399,-8.527632736112414,714.505714536291,2.769401994326709,29.069767441860467,5.038759689922481,0.3875968992248062,70.93023255813954,6.7987316409746805,,8.895198112879042,12.870640974778395,22.86302947998047,0.0,140.5341339111328,140.0,2.9844961240310077,1,5,True,True,"Accepted: CMAPSS_mean improves, dangerous_20 does not increase, RMSE and low-RUL MAE remain controlled.",baseline,3.8096623670854246,16.22934653037001,9.689922480620156,True,"Accepted: CMAPSS_mean improves, dangerous_20 does not increase, RMSE and low-RUL MAE remain controlled."
