representation,model_name,n_features,target_used_for_training,n_eval,mae,rmse,r2,cmapss_score,cmapss_score_mean,dangerous_error_pct
temporal_w30,RandomForestRegressor,119,RUL_capped,99,13.817340664249281,17.912073206388644,0.8198982798071819,580.9338452585001,5.868018638974749,14.14141414141414
temporal_w30,MLP,119,RUL_capped,99,14.311264269279711,18.73437382829922,0.8029826316380485,633.5883758567079,6.399882584411191,15.151515151515152
temporal_w30,Ridge,119,RUL_capped,99,18.419012938410738,23.133111935136288,0.6996039149288349,1073.3350723260992,10.841768407334335,17.17171717171717
