representation,model_name,n_eval,mae,rmse,r2,cmapss_score,cmapss_score_mean,dangerous_error_pct,mae_rul_0_30,dangerous_error_pct_rul_0_30,mae_rul_30_60,dangerous_error_pct_rul_30_60,mae_rul_60_90,dangerous_error_pct_rul_60_90,mae_rul_90plus,dangerous_error_pct_rul_90plus,window_size,rul_cap,sample_weight_scheme,target_used_for_training,n_features,training_objective
temporal_w50,LGBMRegressor,99,11.194266564103517,14.03794549498724,0.8893801020405498,251.5543095089348,2.540952621302372,7.07070707070707,3.788301294667439,0.0,7.481388719187194,5.0,14.22528284711365,30.0,15.341870067355964,0.0,50,125,bin_weights,RUL_capped,119,squared_error
temporal_w50,LGBMRegressor,99,11.297658014886933,14.428232564560634,0.883143622893585,261.0054156177417,2.636418339573148,6.0606060606060606,4.269153780303778,0.0,6.543171834593787,0.0,14.93400612099758,30.0,15.47542330143341,0.0,50,125,none,RUL_capped,119,squared_error
temporal_w50,LGBMRegressor_cmapss_weighted_objective,99,15.138497466422528,20.898334814143197,0.7548400549348515,603.937965280466,6.100383487681475,0.0,3.4153232286175284,0.0,6.927673982049735,0.0,9.566912080718833,0.0,28.21828367559252,0.0,50,125,objective_rul_weighted,RUL_capped,119,custom_cmapss_weighted
