model_name,approach,window_size,rul_cap,objective,alpha,sample_weight_scheme,mean_MAE,std_MAE,mean_RMSE,std_RMSE,mean_R2,std_R2,mean_CMAPSS,std_CMAPSS,mean_dangerous_error_pct,mean_conservative_error_pct,mean_bias,worst_RMSE,worst_CMAPSS,notes
candidate_03_B_quantile_a040_search_14,FD001 transfer baseline sobre FD003,50,125,quantile,0.4,none,12.079830924010968,0.690580686288733,16.448623669467118,1.5588849130364946,0.8486103786903177,0.0289306253366195,424.4302138605029,84.28413504673514,5.6,13.4,-3.5930946973009306,18.18357189811067,555.0495306039678,Pipeline FD001 transferido directo a FD003.
fd003_lgbm_w50_cap125_quantile_a04_none,FD003 short tuning best,50,125,quantile,0.4,none,12.079830924010968,0.690580686288733,16.448623669467118,1.5588849130364946,0.8486103786903177,0.0289306253366195,424.4302138605029,84.28413504673514,5.6,13.4,-3.5930946973009306,18.18357189811067,555.0495306039678,Mejor punto de la busqueda corta FD003.
fd003_lgbm_w50_cap125_quantile_a04_none_fault_sensitive,FD003 fault-sensitive features best,50,125,quantile,0.4,none,12.16236471834893,0.5789525555186039,16.367036905847883,1.118125622413591,0.8506221883314528,0.0206380629574656,404.1823383703693,38.602982008255225,5.0,13.6,-3.6510998591119352,17.89616814863213,443.1618621829456,Mismo modelo con features temporales sensibles a patrones.
fd003_lgbm_w50_cap125_quantile_a04_none_fault_sensitive_global_with_cluster_probs,FD003 global with cluster probabilities,50,125,quantile,0.4,none,12.282009934616164,0.49062543884922827,16.608002355290598,1.197153556072756,0.8461265091428933,0.022159918364392295,426.5839517905853,67.80434545539855,5.4,13.0,-3.479559026029855,18.004097716112362,517.0550243914477,Probabilidades de cluster predichas agregadas como features.
fd003_lgbm_w50_cap125_quantile_a04_none_fault_sensitive_mixture_of_experts_soft,FD003 mixture of experts soft,50,125,quantile,0.4,none,12.468416286245711,1.143260328828611,16.520359544244798,1.8778208965170895,0.8468093063740904,0.034482934249558145,462.56231753844185,183.25533568272826,6.4,13.6,-2.9199229634172155,18.914138641763675,739.8220457138517,Dos expertos por cluster de entrenamiento combinados por probabilidad predicha.
fd003_lgbm_w50_cap125_quantile_a04_none_fault_sensitive,mejor variante final,50,125,quantile,0.4,none,12.16236471834893,0.5789525555186039,16.367036905847883,1.118125622413591,0.8506221883314528,0.0206380629574656,404.1823383703693,38.602982008255225,5.0,13.6,-3.6510998591119352,17.89616814863213,443.1618621829456,"Seleccion final interna por menor C-MAPSS promedio, con dangerous error y RMSE como criterios secundarios. No usa test oficial."
