n_predictions,n_units,mae,rmse,r2,cmapss_score,cmapss_score_mean,dangerous_error_pct,conservative_error_pct,bias_mean,abs_error_p90,abs_error_p95,model_name,approach,window_size,rul_cap,objective,alpha,sample_weight_scheme,feature_set,random_state,n_features,dropped_columns
100,20,13.0625318341806,16.517074306419907,0.8484368090867797,538.1073926355606,5.381073926355606,12.0,6.0,1.0550639455569604,28.692064697001587,34.48473658672342,fd003_lgbm_w50_cap125_quantile_a05_none,short_tuning,50,125,quantile,0.5,none,base,1,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,51.0,61.84658438426491,-1.125,764324.2854453691,7643.242854453691,60.0,0.0,45.0,105.0,105.0,fd003_lgbm_w50_cap125_quantile_a05_none,short_tuning,50,125,quantile,0.5,none,base,2,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,11.439289035496495,14.678465677766868,0.8803014696370112,325.008645047865,3.25008645047865,5.0,11.0,-0.8192319204135255,25.885680994739694,30.51065004071086,fd003_lgbm_w50_cap125_quantile_a05_none,short_tuning,50,125,quantile,0.5,none,base,3,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,11.441074039739412,15.367203640800685,0.8688050290345345,444.1138880170592,4.441138880170592,9.0,8.0,-1.1849898678549085,24.180251409514423,27.49724620059149,fd003_lgbm_w50_cap125_quantile_a05_none,short_tuning,50,125,quantile,0.5,none,base,4,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,12.950278317581397,18.067969161748294,0.8186380502056181,429.6117182264421,4.296117182264421,4.0,22.0,-7.582104120920702,31.719161275113983,40.64105363482962,fd003_lgbm_w50_cap125_quantile_a05_low_rul_weight,short_tuning,50,125,quantile,0.5,low_rul_weight,base,0,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,11.918725973767994,15.864539262438834,0.860175774439187,459.97838013935126,4.599783801393513,9.0,8.0,-0.2617872044003509,26.794760863261345,32.643318347227094,fd003_lgbm_w50_cap125_quantile_a05_low_rul_weight,short_tuning,50,125,quantile,0.5,low_rul_weight,base,1,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,12.947723550668105,17.77672567748424,0.8244377912152625,495.44363731411863,4.954436373141187,5.0,17.0,-4.396025580968082,31.221553445719746,35.84415701562675,fd003_lgbm_w50_cap125_quantile_a05_low_rul_weight,short_tuning,50,125,quantile,0.5,low_rul_weight,base,2,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,11.846040824984001,15.23644218206216,0.8710282386848205,343.9638013109855,3.439638013109855,7.000000000000001,8.0,-0.20331270261084197,26.933637585517516,30.132940190777973,fd003_lgbm_w50_cap125_quantile_a05_low_rul_weight,short_tuning,50,125,quantile,0.5,low_rul_weight,base,3,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,11.730610146891811,15.819260289438374,0.8609727799416657,461.3196333464171,4.613196333464171,6.0,10.0,-1.9092438025894387,25.6677779386899,32.67868866691868,fd003_lgbm_w50_cap125_quantile_a05_low_rul_weight,short_tuning,50,125,quantile,0.5,low_rul_weight,base,4,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,13.207903068525678,17.921819119218064,0.8215602219211278,437.2219294365317,4.372219294365317,2.0,21.0,-6.678846799980275,29.72964945289944,38.79527325878315,fd003_lgbm_w50_cap125_regression_low_rul_weight,short_tuning,50,125,regression,,low_rul_weight,base,0,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,11.529825185624004,15.265904220124094,0.8705289824122208,382.9679223456552,3.829679223456552,9.0,10.0,-0.42162887262690446,27.453379880905278,32.53909528026375,fd003_lgbm_w50_cap125_regression_low_rul_weight,short_tuning,50,125,regression,,low_rul_weight,base,1,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,13.052343726975858,17.758550890395817,0.8247965945962344,604.5620522543923,6.045620522543922,5.0,17.0,-3.40079513724518,26.34795437596726,31.650311817305763,fd003_lgbm_w50_cap125_regression_low_rul_weight,short_tuning,50,125,regression,,low_rul_weight,base,2,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,10.663397421928845,14.09836732166112,0.8895755771463988,299.5038434291537,2.9950384342915366,7.000000000000001,7.000000000000001,-0.47054604917539977,24.340852590305072,29.785846311940382,fd003_lgbm_w50_cap125_regression_low_rul_weight,short_tuning,50,125,regression,,low_rul_weight,base,3,140,"setting_3,sensor_1,sensor_18,sensor_19"
100,20,12.280327405342508,16.618843710630664,0.8465633520675732,530.6614102599937,5.306614102599936,6.0,13.0,-1.3461616979277193,28.11619980035503,37.13506764540023,fd003_lgbm_w50_cap125_regression_low_rul_weight,short_tuning,50,125,regression,,low_rul_weight,base,4,140,"setting_3,sensor_1,sensor_18,sensor_19"
