dataset,candidate_name,model_type,calibration_type,config_file,notebook_file,predictions_file,metrics_file,n_motors,MAE,RMSE,R2,CMAPSS_total,CMAPSS_mean,dangerous_any_pct,dangerous_10_pct,dangerous_20_pct,conservative_pct,bias,MAE_RUL_le_50,MAE_RUL_gt_125,score_share_RUL_gt_125,pred_max,true_RUL_max,selected_final_candidate,reason_selected,threshold,offset,previous_final_model,changed_vs_previous
FD004,fd004_high_rul_thr120_off2,xgboost,piecewise_high_rul_threshold_120_offset_2,configs/FD004/fd004_high_rul_calibration_grid_v01.yaml,notebooks/FD004/26_fd004_high_rul_condition_cluster_calibration_v01.ipynb,results/FD004/fd004_predictions_calibrated_v01.csv,results/FD004/fd004_high_rul_calibration_results_v01.csv,747,12.631534972184474,16.891316496585237,0.8408464881527902,3699.9993948206848,4.953145106855,44.84605087014726,17.13520749665328,6.693440428380187,55.15394912985274,-2.9642988074735466,7.790620536804199,23.363861083984375,0.31900950268062056,134.1786651611328,140.0,False,,120.0,2.0,fd004_xgb_fs_bin_weights_w70,True
