dataset,candidate_name,n_eval_points,n_unique_units,MAE,RMSE,R2,bias,CMAPSS_total,CMAPSS_mean,dangerous_any_pct,dangerous_10_pct,dangerous_20_pct,conservative_rate_pct,MAE_RUL_le_50,MAE_RUL_50_75,MAE_RUL_75_100,MAE_RUL_100_125,MAE_RUL_gt_125,pred_min,pred_max,true_RUL_max,mean_prefixes_used,min_prefixes_used,max_prefixes_used,selected_best_candidate,accepted_for_adoption,selection_reason,baseline_candidate,baseline_CMAPSS_mean,baseline_RMSE,baseline_dangerous_20_pct,accepted,reason
FD004,eol_mean,747,132,12.516913046575134,16.345324645990583,0.8509690984060003,-9.909344290410338,2406.611102492714,3.2217016097626696,21.4190093708166,4.149933065595716,0.4016064257028112,78.5809906291834,7.852273207346598,,10.007112566630045,13.725984128316243,23.363861083984375,0.0,134.1786651611328,140.0,2.9919678714859437,1,5,True,False,"Not accepted: best smoothing did not satisfy all adoption guards (CMAPSS_improves=True, danger_ok=True, rmse_ok=True, low_rul_ok=False, enough_units=True).",baseline,4.953145106855,16.891316496585237,6.693440428380187,False,"Not accepted: best smoothing did not satisfy all adoption guards (CMAPSS_improves=True, danger_ok=True, rmse_ok=True, low_rul_ok=False, enough_units=True)."
