dataset,baseline_candidate,plain_eol_candidate,selected_candidate,accepted,selection_reason,uses_final_test,no_future_prefixes_used,baseline_CMAPSS_mean,eol_mean_CMAPSS_mean,selected_CMAPSS_mean,baseline_dangerous_20,eol_mean_dangerous_20,selected_dangerous_20,baseline_MAE_RUL_le_50,eol_mean_MAE_RUL_le_50,selected_MAE_RUL_le_50,low_rul_tolerance_abs,plain_eol_low_rul_within_tolerance,n_guarded_selected,pct_guarded_selected,n_eval_points,n_unique_units
FD004,baseline,eol_mean,eol_mean_guard_b60_only_if_lower_floor2,True,Adopted: selected guard satisfies acceptance constraints with best CMAPSS priority.,False,True,4.953145106855,3.2217016097626696,3.0618450630744016,6.693440428380187,0.4016064257028112,0.4016064257028112,7.790620536804199,7.852273207346598,5.862810381253561,0.1,True,152,20.34805890227577,747,132
