dataset,best_candidate,accepted,reason,source_file,source_model_name,current_candidate,calibration_rule,uses_final_test,uses_only_existing_internal_validation_predictions,no_future_prefixes_used,prefix_rule_requested,prefix_rule_available,prefix_spacing_mode,n_eval_points,n_unique_units,mean_prefixes_used,min_prefixes_used,max_prefixes_used,n_points_with_prefix_history,baseline_cmapss_total,best_cmapss_total,cmapss_total_delta,eol_baseline_std,eol_smoothed_std
FD004,eol_mean,False,"Not accepted: best smoothing did not satisfy all adoption guards (CMAPSS_improves=True, danger_ok=True, rmse_ok=True, low_rul_ok=False, enough_units=True).",results/FD004/fd004_finalist_multisplit_predictions.csv,fd004_xgb_fs_bin_weights_w70,fd004_high_rul_thr120_off2,"if raw_pred_RUL > 120, add +2 before EOL aggregation",False,True,True,"t, t-20, t-40, t-60, t-80, t-100 when enough history","existing artificial-cutoff prediction rows, observed spacing is 30 cycles",30.0,747,132,2.9919678714859437,1,5,597,3699.9993948206848,2406.611102492714,-1293.3882923279707,63.99559841646776,63.15392955093679
