dataset,baseline_candidate,selected_candidate,best_by_CMAPSS_mean,adopted_flag,adoption_reason,uses_final_test,no_future_prefixes_used,prefix_spacing_mode,baseline_CMAPSS_mean,selected_CMAPSS_mean,delta_CMAPSS_mean,baseline_dangerous_20,selected_dangerous_20,baseline_RMSE,selected_RMSE,baseline_MAE_RUL_le_50,selected_MAE_RUL_le_50
FD002,baseline,eol_mean,eol_mean,True,"Adopted: eol_mean is the best CMAPSS candidate and improves dangerous_20, RMSE, and low-RUL MAE without future-prefix leakage.",False,True,30.0,3.8096623670854246,2.769401994326709,-1.0402603727587154,9.689922480620156,0.3875968992248062,16.22934653037001,15.187728793628033,8.062047719955444,6.7987316409746805
