candidate_label,mean_cmapss,std_cmapss,worst_cmapss,mean_rmse,mean_dangerous
xgb_condition_fault_sensitive_mid_guard,1208.0060385511918,152.52751030558153,1443.075655623314,17.639090104444797,7.028855075366704
xgb_squarederror_condition_normalized_weighted,1212.5929816278408,119.69900338840787,1346.8342707634629,17.414362519678505,8.264979520793474
xgb_condition_fault_sensitive_weighted,1235.1166462328733,112.2266697554704,1385.4863791776588,17.453629243948427,8.959368517508052
lgbm_quantile_a04_condition_normalized_weighted,1276.5383013435055,223.87663641821052,1637.5964541959547,17.674190825428283,6.409303246512549
