row_type,config_index,hyperparameter_search_label,model_name,approach,window_size,rul_cap,objective,alpha,sample_weight_scheme,feature_set,num_leaves,min_child_samples,reg_lambda,reg_alpha,subsample,colsample_bytree,learning_rate,n_estimators,max_depth,mean_mae,std_mae,mean_rmse,std_rmse,mean_r2,std_r2,mean_cmapss_score,std_cmapss_score,mean_dangerous_error_pct,std_dangerous_error_pct,mean_conservative_error_pct,std_conservative_error_pct,mean_bias_mean,std_bias_mean,mean_abs_error_p90,std_abs_error_p90,mean_abs_error_p95,std_abs_error_p95,worst_rmse,worst_cmapss_score,worst_dangerous_error_pct,delta_vs_current_mean_cmapss_score,delta_vs_current_worst_cmapss_score,delta_vs_current_mean_dangerous_error_pct,delta_vs_current_mean_rmse,delta_vs_current_mean_mae,delta_vs_current_mean_bias_mean
current_candidate,0,baseline_current,fd003_lgbm_refinement_baseline_current,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,15,10,10.0,0.5,0.9,0.8,0.03,1300,-1,12.16236471834893,0.5789525555186039,16.367036905847883,1.118125622413591,0.8506221883314528,0.0206380629574656,404.1823383703693,38.602982008255225,5.0,2.6457513110645907,13.6,5.128352561983234,-3.6510998591119352,2.8634124982893634,28.109533893860867,2.1941661871595746,34.68962473131354,3.782987643680927,17.89616814863213,443.1618621829456,8.0,,,,,,
best_refinement,20,search_20,fd003_lgbm_refinement_search_20,lgbm_hyperparam_refinement,50,125,quantile,0.4,none,fault_sensitive,31,10,5.0,1.0,0.8,1.0,0.03,1300,-1,12.160812439289078,0.6028524015593758,16.25989226059689,1.2229450862521585,0.8524552377369948,0.0223714643521315,400.7871311880896,44.36910809647311,5.4,3.049590136395381,13.4,4.929503017546495,-3.126701861011191,2.948338158445865,27.725004189896246,2.3447434951194914,33.796874784346265,2.567581913339798,17.9287357226046,439.7389808743628,9.0,-3.395207182279705,-3.4228813085827596,0.40000000000000036,-0.10714464525099388,-0.0015522790598527791,0.5243979981007443
