model_name,approach,window_size,rul_cap,objective,alpha,sample_weight_scheme,feature_set,n_features,mean_mae,std_mae,mean_rmse,std_rmse,mean_r2,std_r2,mean_cmapss_score,std_cmapss_score,mean_dangerous_error_pct,std_dangerous_error_pct,mean_conservative_error_pct,std_conservative_error_pct,mean_bias_mean,std_bias_mean,mean_abs_error_p90,std_abs_error_p90,mean_abs_error_p95,std_abs_error_p95,worst_rmse,worst_cmapss_score,worst_dangerous_error_pct
fd003_lgbm_w50_cap125_quantile_a04_none_fault_sensitive,fault_sensitive_features,50,125,quantile,0.4,none,fault_sensitive,193,12.16236471834893,0.5789525555186039,16.367036905847883,1.118125622413591,0.8506221883314528,0.02063806295746567,404.18233837036934,38.602982008255225,5.0,2.6457513110645907,13.6,5.128352561983234,-3.6510998591119352,2.8634124982893634,28.109533893860867,2.1941661871595746,34.68962473131354,3.7829876436809267,17.89616814863213,443.16186218294564,8.0
fd003_lgbm_w50_cap125_quantile_a04_none_base,fault_sensitive_features,50,125,quantile,0.4,none,base,140,12.079830924010967,0.690580686288733,16.448623669467118,1.5588849130364946,0.8486103786903177,0.028930625336619588,424.43021386050293,84.28413504673514,5.6,2.1908902300206643,13.4,5.224940191045253,-3.5930946973009306,2.76636122256569,27.152506644341354,4.401027237129054,33.33215184856435,3.2403048755551,18.18357189811067,555.0495306039678,9.0
