cluster_id,n_predictions,n_units,mae,rmse,r2,cmapss_score,cmapss_score_mean,dangerous_error_pct,conservative_error_pct,bias_mean,median_error,abs_error_p90,abs_error_p95
0,230,32,12.169247185814735,16.37122532564683,0.8511016562982777,921.2648687919038,4.005499429530016,4.782608695652174,13.043478260869565,-4.424619383795592,-2.3623776705416173,28.195624255556854,34.53134757183115
1,270,39,12.003661515807755,16.62291422573973,0.8464881792464998,1200.8862005106112,4.447726668557819,6.296296296296296,13.703703703703704,-2.8847588532499238,0.21345436561751718,29.431966349508738,35.32159445057448
