dataset,candidate_name,n_eval_points,n_unique_units,MAE,RMSE,R2,bias,CMAPSS_total,CMAPSS_mean,dangerous_any_pct,dangerous_10_pct,dangerous_20_pct,conservative_rate_pct,MAE_RUL_le_50,MAE_RUL_50_75,MAE_RUL_75_100,MAE_RUL_100_125,MAE_RUL_gt_125,pred_min,pred_max,true_RUL_max,n_guarded,pct_guarded,n_guarded_RUL_le_50,pct_guarded_RUL_le_50,mean_delta_vs_eol,mean_delta_vs_baseline,dangerous_20_RUL_le_50,CMAPSS_mean_RUL_le_50,acceptable,rule_complexity_rank,selected_best_candidate,selection_reason
FD004,eol_mean_guard_b60_only_if_lower_floor2,747,132,11.708184046279316,15.778468168229683,0.8611266528143982,-8.503772634355578,2287.198262116578,3.0618450630744016,27.17536813922356,4.551539491298527,0.4016064257028112,72.82463186077644,5.862810381253561,,9.958567797342937,13.725984128316243,23.363861083984375,9.207475662231444,134.1786651611328,140.0,152,20.34805890227577,150,50.0,1.405571656054761,-5.539473826882031,1.0,0.9728366645224829,True,3,True,Adopted: selected guard satisfies acceptance constraints with best CMAPSS priority.
