representation,model_name,window_size,rul_cap,n_features,target_used_for_training,n_eval,mae,rmse,r2,cmapss_score,cmapss_score_mean,dangerous_error_pct,mae_rul_0_30,dangerous_error_pct_rul_0_30,mae_rul_30_60,dangerous_error_pct_rul_30_60,mae_rul_60_90,dangerous_error_pct_rul_60_90,mae_rul_90plus,dangerous_error_pct_rul_90plus
temporal_w30,LGBMRegressor,30,125,119,RUL_capped,99,12.809901011862157,16.517133791119495,0.8468575738424204,397.3150131692883,4.013282961305943,11.11111111111111,4.325693817922822,0.0,8.545873709455318,15.0,16.484271561530896,40.0,17.46316457426085,0.0
temporal_w30,XGBRegressor,30,125,119,RUL_capped,99,13.931649073205813,17.238230376456084,0.833194060458082,418.57556967749315,4.228036057348415,9.090909090909092,4.847879648208618,0.0,12.338805007934571,10.0,17.969041442871095,35.0,17.336377853002304,0.0
temporal_w30,RandomForestRegressor,30,125,119,RUL_capped,99,13.817340664249286,17.912073206388644,0.8198982798071819,580.9338452585,5.868018638974748,14.14141414141414,3.683619271889564,0.0,12.365219116816869,20.0,19.48067103874295,50.0,16.854526595171574,0.0
