representation,model_name,n_eval,mae,rmse,r2,cmapss_score,cmapss_score_mean,dangerous_error_pct,mae_rul_0_30,dangerous_error_pct_rul_0_30,mae_rul_30_60,dangerous_error_pct_rul_30_60,mae_rul_60_90,dangerous_error_pct_rul_60_90,mae_rul_90plus,dangerous_error_pct_rul_90plus,seed,window_size,rul_cap,sample_weight_scheme,hidden_layers,dropout,weight_decay,lr,batch_size,epochs_run
temporal_w30,MLP_tabular_cfg_03,99,13.503935919867622,18.296586107442824,0.8120829104068459,522.5405351016625,5.278187223249116,11.11111111111111,4.907072830200195,0.0,9.523034286499023,20.0,14.376377868652344,35.0,19.5066655476888,0.0,3,30,125,none,"[128, 64, 32]",0.1,0.0001,0.001,256,250
temporal_w30,MLP_tabular_cfg_03,99,13.774128345528034,18.059695503823377,0.8169174313189169,531.648508779888,5.3701869573726055,10.1010101010101,4.754341125488281,0.0,9.133415412902831,10.0,16.673578643798827,40.0,19.292615450345554,0.0,1,30,125,none,"[128, 64, 32]",0.1,0.0001,0.001,256,250
temporal_w30,MLP_tabular_cfg_03,99,13.732639563204062,17.993639921740375,0.8182542765244288,576.4201821973568,5.8224260828015835,13.131313131313133,4.119558811187744,0.0,9.720650672912598,15.0,18.018052673339845,50.0,18.52220701559996,0.0,4,30,125,none,"[128, 64, 32]",0.1,0.0001,0.001,256,250
temporal_w30,MLP_tabular_cfg_03,99,14.036130751022185,18.52758637955134,0.8073079295209583,646.9050895483971,6.534394843923203,9.090909090909092,4.189795780181885,0.0,11.039830207824707,10.0,18.352474021911622,35.0,18.408588311611076,0.0,0,30,125,none,"[128, 64, 32]",0.1,0.0001,0.001,256,250
temporal_w30,MLP_tabular_cfg_03,99,15.423397998617153,20.126930568197512,0.7726048243135668,716.9717081649935,7.242138466313066,13.131313131313133,5.692427682876587,0.0,9.651221084594727,15.0,20.351147079467772,50.0,20.846679100623497,0.0,2,30,125,none,"[128, 64, 32]",0.1,0.0001,0.001,256,250
