dataset,candidate_name,model_type,calibration_type,config_file,notebook_file,predictions_file,metrics_file,n_motors,MAE,RMSE,R2,CMAPSS_total,CMAPSS_mean,dangerous_any_pct,dangerous_10_pct,dangerous_20_pct,conservative_pct,bias,MAE_RUL_le_50,MAE_RUL_gt_125,score_share_RUL_gt_125,pred_max,true_RUL_max,selected_final_candidate,reason_selected,offset,previous_final_model,changed_vs_previous
FD003,fd003_offset_plus_0,LightGBM,global_offset_plus_0,configs/FD003/fd003_small_offset_calibration_v01.yaml,notebooks/FD003/26_fd003_small_bias_calibration_v01.ipynb,results/FD003/fd003_predictions_calibrated_v01.csv,results/FD003/fd003_small_offset_calibration_results_v01.csv,500,12.162364718348933,16.397562654351557,0.8506221883314529,2020.9116918518464,4.041823383703694,44.8,16.2,5.0,55.2,-3.6510998591119352,5.674281123767428,23.73669578872728,0.4155606213569872,127.32345061384008,140.0,True,Offsets +1 to +4 reduced RMSE slightly but worsened CMAPSS_mean and dangerous late errors; offset 0 retained.,0,fd003_lgbm_w50_cap125_quantile_a04_none_fault_sensitive,False
