dataset,best_candidate,accepted,reason,source_file,source_model_name,current_candidate,calibration_rule,uses_final_test,uses_only_existing_internal_validation_predictions,no_future_prefixes_used,prefix_rule_requested,prefix_rule_available,prefix_spacing_mode,n_eval_points,n_unique_units,mean_prefixes_used,min_prefixes_used,max_prefixes_used,n_points_with_prefix_history,baseline_cmapss_total,best_cmapss_total,cmapss_total_delta,eol_baseline_std,eol_smoothed_std
FD002,eol_mean,True,"Accepted: CMAPSS_mean improves, dangerous_20 does not increase, RMSE and low-RUL MAE remain controlled.",results/FD002/fd002_best_validation_predictions.csv,xgb_condition_fault_sensitive_mid_guard,xgb_condition_fault_sensitive_mid_guard,none,False,True,True,"t, t-20, t-40, t-60, t-80, t-100 when enough history","existing artificial-cutoff prediction rows, observed spacing is 30 cycles",30.0,258,52,2.9844961240310077,1,5,206,982.8928907080395,714.505714536291,-268.3871761717486,39.88960251619752,37.5557366024981
