dataset,candidate_name,model_type,calibration_type,config_file,notebook_file,predictions_file,metrics_file,n_motors,MAE,RMSE,R2,CMAPSS_total,CMAPSS_mean,dangerous_any_pct,dangerous_10_pct,dangerous_20_pct,conservative_pct,bias,MAE_RUL_le_50,MAE_RUL_gt_125,score_share_RUL_gt_125,pred_max,true_RUL_max,selected_final_candidate,reason_selected,threshold,offset,base_candidate,previous_final_model,changed_vs_previous
FD002,fd002_baseline_xgb_condition_fault_sensitive_mid_guard,xgboost,none,configs/FD002/fd002_high_rul_calibration_grid_v01.yaml,notebooks/FD002/26_fd002_high_rul_calibration_and_ensemble_v01.ipynb,results/FD002/fd002_best_validation_predictions.csv,results/FD002/fd002_high_rul_calibration_results_v01.csv,258,12.700926396273827,16.22934653037001,0.8525102263487467,982.8928907080395,3.8096623670854246,53.100775193798455,24.418604651162788,9.689922480620156,46.89922480620155,-0.9802630742390951,8.062047719955444,22.86302947998047,0.38600382075732637,140.5341339111328,140.0,False,,,,,xgb_condition_fault_sensitive_mid_guard,False
