dataset,selected_candidate,baseline_candidate,MAE,RMSE,R2,bias,CMAPSS_total,CMAPSS_mean,dangerous_any,dangerous_10,dangerous_20,conservative_rate,MAE_RUL_le_50,MAE_RUL_50_75,MAE_RUL_75_100,MAE_RUL_100_125,MAE_RUL_gt_125,pred_min,pred_max,true_RUL_max,n_eval_points,n_unique_units,adopted_flag,adoption_reason
FD002,eol_mean,baseline,11.558306965963476,15.187728793628033,0.8708348035053399,-8.527632736112414,714.505714536291,2.769401994326709,29.069767441860467,5.038759689922481,0.3875968992248062,70.93023255813954,6.7987316409746805,,8.895198112879042,12.870640974778397,22.86302947998047,0.0,140.5341339111328,140.0,258,52,True,"Adopted: eol_mean is the best CMAPSS candidate and improves dangerous_20, RMSE, and low-RUL MAE without future-prefix leakage."
